date,extent_pct,invalid_pct,usable_month,reference_median_pct,anomaly_pct,condition_percentile,quality_state,hy_year,confidence,phase,is_hy_peak,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2017-02-01,0.08460933192603981,0.015286954157472062,True,0.16263768478669205,-0.07802835286065224,25.0,usable,,,unspecified,False,False,False,,True,9,aseasonal,event_characterisation
2017-03-01,0.09498313400797301,0.018536888254327335,True,0.16105933885204327,-0.06607620484407026,25.0,usable,,,unspecified,False,False,False,,True,9,aseasonal,event_characterisation
2017-04-01,0.2564505768252087,0.016783150232250715,True,0.17403698624851938,0.08241359057668934,70.0,usable,,,unspecified,False,False,True,9,False,,aseasonal,event_characterisation
2017-05-01,0.2131965362600312,0.014784134165128415,True,0.15563331902255123,0.05756321723747998,55.0,usable,,,unspecified,False,False,True,9,False,,aseasonal,event_characterisation
2017-06-01,0.18764793672823368,0.015256294401841352,True,0.19917619333764625,-0.011528256609412563,50.0,usable,,,unspecified,False,False,True,9,False,,aseasonal,event_characterisation
2017-07-01,0.1779513188826183,0.014961960747786534,True,0.19931252337853236,-0.021361204495914055,45.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2017-08-01,0.1515000609606366,0.014833189774137551,True,0.16418315237936565,-0.012683091418729059,45.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2017-09-01,0.13252532279934154,0.015084599770309374,True,0.16359240173932482,-0.031067078939983284,35.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2017-10-01,0.1581269090982588,0.7925301552493518,True,0.13621118739818822,0.021915721700070584,70.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2017-11-01,0.14307159996535315,0.03921382745167823,True,0.11766673003751643,0.02540486992783672,55.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2017-12-01,0.1464102622603262,0.01934630580297808,True,0.12511374750967297,0.021296514750653223,65.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2018-01-01,0.11523938935699672,0.04398448542781672,True,0.1253924664088797,-0.010153077051882967,45.0,usable,,,unspecified,False,False,False,,True,10,aseasonal,event_characterisation
2018-02-01,0.1027321124171791,0.015378933424364192,True,0.16263768478669205,-0.05990557236951295,35.0,usable,,,unspecified,False,False,False,,True,10,aseasonal,event_characterisation
2018-03-01,0.16184716120853335,0.1897103039405819,True,0.15637098604333505,0.005476175165198299,55.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2018-04-01,0.14014818714407162,0.014869981480894403,True,0.20658495393755041,-0.06643676679347879,40.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
